"No.","Time","Source","Destination","Protocol","Length","Info"
"53","1.762721","62.228.180.16","192.168.0.112","TCP","60","8309  >  57944 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"54","1.800335","27.114.135.171","192.168.0.112","UDP","68","60849  >  58798 Len=26"
"55","1.800453","192.168.0.112","27.114.135.171","UDP","1037","58798  >  60849 Len=995"
"56","1.800477","192.168.0.112","27.114.135.171","UDP","1037","58798  >  60849 Len=995"
"57","2.107013","192.168.0.112","2.137.232.114","UDP","62","58798  >  6881 Len=20"
"58","2.107160","192.168.0.112","142.177.72.230","UDP","62","58798  >  8873 Len=20"
"59","2.231606","90.168.112.92","192.168.0.112","UDP","62","51413  >  58798 Len=20"
"60","2.248553","fe80::6aff:7bff:febe:2533","ff02::1","ICMPv6","78","Router Advertisement from 68:ff:7b:be:25:33"
"61","2.361358","27.114.135.171","192.168.0.112","UDP","68","60849  >  58798 Len=26"
"62","2.361486","192.168.0.112","27.114.135.171","UDP","1037","58798  >  60849 Len=995"
"63","2.368193","27.114.135.171","192.168.0.112","UDP","68","60849  >  58798 Len=26"
"64","2.368327","192.168.0.112","27.114.135.171","UDP","1037","58798  >  60849 Len=995"
"65","2.368351","192.168.0.112","27.114.135.171","UDP","1037","58798  >  60849 Len=995"
"66","2.476324","192.168.0.112","58.37.19.23","TCP","66","57897  >  16881 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"67","2.476324","192.168.0.112","220.137.38.59","TCP","66","[TCP Retransmission] 57950  >  44390 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"68","2.506842","192.168.0.112","184.83.17.22","TCP","66","57931  >  26228 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"69","2.506842","192.168.0.112","153.225.236.109","TCP","66","57929  >  19057 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"70","2.537321","96:93:06:16:27:a7","Broadcast","ARP","60","Who has 192.168.0.1? Tell 192.168.0.104"
"71","2.616195","192.168.0.112","77.160.192.147","UDP","62","58798  >  63263 Len=20"
"72","2.947355","27.114.135.171","192.168.0.112","UDP","68","60849  >  58798 Len=26"
"73","2.947489","192.168.0.112","27.114.135.171","UDP","1037","58798  >  60849 Len=995"
"74","2.947513","192.168.0.112","27.114.135.171","UDP","1037","58798  >  60849 Len=995"
"75","3.249338","192.168.0.112","172.217.29.46","TLSv1.2","182","Application Data"
"76","3.249356","192.168.0.112","172.217.29.46","TLSv1.2","1434","Application Data"
"77","3.303076","172.217.29.46","192.168.0.112","TCP","60","443  >  55724 [ACK] Seq=1 Ack=129 Win=4773 Len=0"
"78","3.303076","172.217.29.46","192.168.0.112","TCP","60","443  >  55724 [ACK] Seq=1 Ack=1509 Win=4784 Len=0"
"79","3.360527","172.217.29.46","192.168.0.112","TLSv1.2","133","Application Data"
"80","3.360527","172.217.29.46","192.168.0.112","TLSv1.2","147","Application Data, Application Data"
"81","3.360527","172.217.29.46","192.168.0.112","TLSv1.2","93","Application Data"
"82","3.360622","192.168.0.112","172.217.29.46","TCP","54","55724  >  443 [ACK] Seq=1509 Ack=212 Win=8274 Len=0"
"83","3.361483","192.168.0.100","192.168.0.255","UDP","309","40855  >  20002 Len=267"
"84","3.362127","192.168.0.112","172.217.29.46","TLSv1.2","93","Application Data"
"85","3.415858","172.217.29.46","192.168.0.112","TCP","60","443  >  55724 [ACK] Seq=212 Ack=1548 Win=4784 Len=0"
"86","3.438112","27.114.135.171","192.168.0.112","UDP","68","60849  >  58798 Len=26"
"87","3.438317","192.168.0.112","27.114.135.171","UDP","1037","58798  >  60849 Len=995"
"88","3.482856","192.168.0.112","188.69.214.249","TCP","66","57935  >  35927 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"89","3.482857","192.168.0.112","179.67.161.212","TCP","66","57899  >  5388 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"90","3.482856","192.168.0.112","49.36.137.130","TCP","66","57901  >  1 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"91","3.482857","192.168.0.112","103.94.255.88","TCP","66","57938  >  43742 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"92","3.482864","192.168.0.112","41.40.164.165","TCP","66","57937  >  46648 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"93","3.482864","192.168.0.112","203.63.155.77","TCP","66","57905  >  6881 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"94","3.482866","192.168.0.112","24.113.105.200","TCP","66","57900  >  6881 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"95","3.482893","192.168.0.112","142.177.72.230","TCP","66","57907  >  8873 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"96","3.482894","192.168.0.112","79.101.143.87","TCP","66","57939  >  11113 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"97","3.482897","192.168.0.112","49.146.5.3","TCP","66","57936  >  5120 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"98","3.482900","192.168.0.112","201.80.1.102","TCP","66","57903  >  10098 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"99","3.482912","192.168.0.112","194.88.106.79","TCP","66","57898  >  36217 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"100","3.483283","192.168.0.112","74.140.187.69","TCP","66","57953  >  50595 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"101","3.497797","192.168.0.112","60.102.117.165","TCP","66","[TCP Retransmission] 57949  >  23702 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"102","3.523282","96:93:06:16:27:a7","Broadcast","ARP","60","Who has 192.168.0.1? Tell 192.168.0.104"
"103","3.603913","74.140.187.69","192.168.0.112","TCP","66","50595  >  57953 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM=1"
"104","3.604078","192.168.0.112","74.140.187.69","TCP","54","57953  >  50595 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"105","3.604221","192.168.0.112","74.140.187.69","BitTorrent","122","Handshake  "
"106","3.638922","192.168.0.112","60.102.117.165","UDP","62","58798  >  23702 Len=20"
"107","3.639214","192.168.0.112","186.123.81.249","UDP","62","58798  >  56442 Len=20"
"108","3.728333","74.140.187.69","192.168.0.112","TCP","60","50595  >  57953 [RST, ACK] Seq=1 Ack=69 Win=0 Len=0"
"109","3.763233","192.168.0.104","224.0.0.7","UDP","242","8001  >  8001 Len=200"
"110","3.823877","192.168.0.112","224.0.0.251","MDNS","92","Standard query 0x0000 SRV mobile._epoccam._tcp.local, ""QM"" question TXT mobile._epoccam._tcp.local, ""QM"" question"
"111","3.849956","177.182.57.43","192.168.0.112","UDP","145","28885  >  58798 Len=103"
"112","3.850839","192.168.0.112","177.182.57.43","UDP","279","58798  >  28885 Len=237"
"113","3.876012","192.168.0.104","192.168.0.255","UDP","77","46548  >  15600 Len=35"
"114","3.921265","27.114.135.171","192.168.0.112","UDP","68","60849  >  58798 Len=26"
"115","3.921462","192.168.0.112","27.114.135.171","UDP","1037","58798  >  60849 Len=995"
"116","4.134566","192.168.0.112","224.0.0.251","MDNS","92","Standard query 0x0000 SRV mobile._epoccam._tcp.local, ""QM"" question TXT mobile._epoccam._tcp.local, ""QM"" question"
"117","4.334165","195.240.191.218","192.168.0.112","UDP","146","23655  >  58798 Len=104"
"118","4.334432","192.168.0.112","195.240.191.218","UDP","307","58798  >  23655 Len=265"
"119","4.384381","27.114.135.171","192.168.0.112","UDP","68","60849  >  58798 Len=26"
"120","4.384509","192.168.0.112","27.114.135.171","UDP","1037","58798  >  60849 Len=995"
"121","4.384544","192.168.0.112","27.114.135.171","UDP","1037","58798  >  60849 Len=995"
"122","4.384565","192.168.0.112","27.114.135.171","UDP","1037","58798  >  60849 Len=995"
"123","4.411579","192.168.0.112","172.217.29.46","TLSv1.2","457","Application Data"
"124","4.411601","192.168.0.112","172.217.29.46","TLSv1.2","1045","Application Data"
"125","4.415992","192.168.0.112","172.217.29.46","TLSv1.2","222","Application Data"
"126","4.416010","192.168.0.112","172.217.29.46","TLSv1.2","1188","Application Data"
"127","4.462598","195.240.191.218","192.168.0.112","UDP","146","23655  >  58798 Len=104"
"128","4.462756","192.168.0.112","195.240.191.218","UDP","307","58798  >  23655 Len=265"
"129","4.463027","192.168.0.112","62.43.64.170","UDP","62","58798  >  6896 Len=20"
"130","4.466428","172.217.29.46","192.168.0.112","TCP","60","443  >  55724 [ACK] Seq=212 Ack=1951 Win=4795 Len=0"
"131","4.466428","172.217.29.46","192.168.0.112","TCP","60","443  >  55724 [ACK] Seq=212 Ack=2942 Win=4806 Len=0"
"132","4.469601","172.217.29.46","192.168.0.112","TCP","60","443  >  55724 [ACK] Seq=212 Ack=3110 Win=4806 Len=0"
"133","4.477906","172.217.29.46","192.168.0.112","TCP","60","443  >  55724 [ACK] Seq=212 Ack=4244 Win=4817 Len=0"
"134","4.478108","192.168.0.112","220.137.38.59","TCP","66","[TCP Retransmission] 57950  >  44390 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"135","4.508916","192.168.0.112","61.51.117.227","TCP","66","[TCP Retransmission] 57941  >  40602 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"136","4.508915","192.168.0.112","77.228.236.78","TCP","66","[TCP Retransmission] 57940  >  6898 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"137","4.522599","172.217.29.46","192.168.0.112","TLSv1.2","133","Application Data"
"138","4.522599","172.217.29.46","192.168.0.112","TLSv1.2","147","Application Data, Application Data"
"139","4.522599","172.217.29.46","192.168.0.112","TLSv1.2","93","Application Data"
"140","4.522955","192.168.0.112","172.217.29.46","TCP","54","55724  >  443 [ACK] Seq=4244 Ack=423 Win=8273 Len=0"
"141","4.524946","192.168.0.112","172.217.29.46","TLSv1.2","93","Application Data"
"142","4.529151","172.217.29.46","192.168.0.112","TLSv1.2","133","Application Data"
"143","4.529151","172.217.29.46","192.168.0.112","TLSv1.2","116","Application Data"
"144","4.529226","192.168.0.112","172.217.29.46","TCP","54","55724  >  443 [ACK] Seq=4283 Ack=564 Win=8272 Len=0"
"145","4.529269","172.217.29.46","192.168.0.112","TLSv1.2","85","Application Data"
"146","4.529280","192.168.0.112","172.217.29.46","TCP","54","55724  >  443 [ACK] Seq=4283 Ack=595 Win=8278 Len=0"
"147","4.546423","195.240.191.218","192.168.0.112","UDP","146","23655  >  58798 Len=104"
"148","4.546622","192.168.0.112","195.240.191.218","UDP","307","58798  >  23655 Len=265"
"149","4.578823","172.217.29.46","192.168.0.112","TCP","60","443  >  55724 [ACK] Seq=595 Ack=4283 Win=4817 Len=0"
"150","4.646892","192.168.0.112","220.137.38.59","UDP","62","58798  >  44390 Len=20"
"151","4.646978","192.168.0.112","206.217.205.80","UDP","62","58798  >  19924 Len=20"
"152","4.647022","192.168.0.112","184.83.17.22","UDP","62","58798  >  26228 Len=20"
"153","4.678022","62.43.64.170","192.168.0.112","UDP","62","6896  >  58798 Len=20"
"154","4.678320","192.168.0.112","62.43.64.170","UDP","130","58798  >  6896 Len=88"
"155","4.758301","206.217.205.80","192.168.0.112","ICMP","90","Destination unreachable (Port unreachable)"
"156","4.884973","27.114.135.171","192.168.0.112","UDP","68","60849  >  58798 Len=26"
"157","4.885092","192.168.0.112","27.114.135.171","UDP","1037","58798  >  60849 Len=995"
"158","4.892246","62.43.64.170","192.168.0.112","UDP","62","6896  >  58798 Len=20"
"159","4.892246","62.43.64.170","192.168.0.112","UDP","68","6896  >  58798 Len=26"
"160","5.021558","94.66.220.34","192.168.0.112","UDP","146","10045  >  58798 Len=104"
"161","5.021945","192.168.0.112","94.66.220.34","UDP","359","58798  >  10045 Len=317"
"162","5.107744","192.168.0.111","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"163","5.160162","192.168.0.112","224.0.0.251","MDNS","92","Standard query 0x0000 SRV mobile._epoccam._tcp.local, ""QM"" question TXT mobile._epoccam._tcp.local, ""QM"" question"
"164","5.281418","88.122.127.165","192.168.0.112","UDP","137","11930  >  58798 Len=95"
"165","5.281897","192.168.0.112","88.122.127.165","UDP","1169","58798  >  11930 Len=1127"
"166","5.384658","94.66.220.34","192.168.0.112","UDP","146","10045  >  58798 Len=104"
"167","5.384792","192.168.0.112","94.66.220.34","UDP","359","58798  >  10045 Len=317"
"168","5.417304","192.168.0.111","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"169","5.454250","192.168.0.112","92.170.232.211","UDP","145","58798  >  58066 Len=103"
"170","5.474498","ec:2c:a9:71:1f:21","Broadcast","ARP","60","Who has 192.168.0.193? Tell 192.168.0.105"
"171","5.500389","192.168.0.112","41.212.12.166","TCP","66","57914  >  58556 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"172","5.500389","192.168.0.112","141.136.178.219","TCP","66","57912  >  41193 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"173","5.500445","192.168.0.112","79.130.225.81","TCP","66","57913  >  1 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"174","5.518159","27.114.135.171","192.168.0.112","UDP","68","60849  >  58798 Len=26"
"175","5.518248","192.168.0.112","27.114.135.171","UDP","1037","58798  >  60849 Len=995"
"176","5.526153","96:93:06:16:27:a7","Broadcast","ARP","60","Who has 192.168.0.1? Tell 192.168.0.104"
"177","5.642566","92.170.232.211","192.168.0.112","UDP","331","58066  >  58798 Len=289"
"178","5.670800","192.168.0.112","177.104.112.228","UDP","62","58798  >  61108 Len=20"
"179","5.670876","192.168.0.112","103.94.255.88","UDP","62","58798  >  43742 Len=20"
"180","5.670900","192.168.0.112","79.101.143.87","UDP","62","58798  >  11113 Len=20"
"181","5.670923","192.168.0.112","41.40.164.165","UDP","62","58798  >  46648 Len=20"
"182","5.670944","192.168.0.112","104.254.90.58","UDP","62","58798  >  39252 Len=20"
"183","5.670968","192.168.0.112","49.146.5.3","UDP","62","58798  >  5120 Len=20"
"184","5.670990","192.168.0.112","88.202.178.99","UDP","62","58798  >  45004 Len=20"
"185","5.671012","192.168.0.112","188.69.214.249","UDP","62","58798  >  35927 Len=20"
"186","5.708340","192.168.0.111","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"187","5.716843","177.104.112.228","192.168.0.112","ICMP","90","Destination unreachable (Port unreachable)"
"188","5.750152","88.202.178.99","192.168.0.112","ICMP","90","Destination unreachable (Port unreachable)"
"189","5.750152","88.202.178.99","192.168.0.112","ICMP","90","Destination unreachable (Port unreachable)"
"190","5.762485","192.168.0.104","224.0.0.7","UDP","242","8001  >  8001 Len=200"
"191","5.796553","104.254.90.58","192.168.0.112","ICMP","90","Destination unreachable (Port unreachable)"
"192","6.011308","27.114.135.171","192.168.0.112","UDP","68","60849  >  58798 Len=26"
"193","6.011444","192.168.0.112","27.114.135.171","UDP","1037","58798  >  60849 Len=995"
"194","6.011469","192.168.0.112","27.114.135.171","UDP","1037","58798  >  60849 Len=995"
"195","6.479553","ec:2c:a9:71:1f:21","Broadcast","ARP","60","Who has 192.168.0.193? Tell 192.168.0.105"
"196","6.493162","92.18.29.99","192.168.0.112","UDP","140","17971  >  58798 Len=98"
"197","6.493890","192.168.0.112","92.18.29.99","UDP","335","58798  >  17971 Len=293"
"198","6.512399","192.168.0.112","82.46.30.102","TCP","66","57918  >  51413 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"199","6.683527","192.168.0.112","61.51.117.227","UDP","62","58798  >  40602 Len=20"
"200","6.730389","192.168.0.112","172.217.30.4","TCP","55","55885  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1 [TCP segment of a reassembled PDU]"
"201","6.783388","172.217.30.4","192.168.0.112","TCP","66","443  >  55885 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2"
"202","6.877469","192.168.0.104","239.255.255.250","UDP","77","47652  >  15600 Len=35"
"203","6.917476","192.168.0.112","216.58.222.78","TCP","55","57436  >  443 [ACK] Seq=1 Ack=1 Win=511 Len=1 [TCP segment of a reassembled PDU]"
"204","6.941121","185.236.201.124","192.168.0.112","UDP","148","49420  >  58798 Len=106"
"205","6.941827","192.168.0.112","185.236.201.124","UDP","361","58798  >  49420 Len=319"
"206","6.972993","216.58.222.78","192.168.0.112","TCP","66","443  >  57436 [ACK] Seq=1 Ack=2 Win=282 Len=0 SLE=1 SRE=2"
"207","7.059050","104.24.102.113","192.168.0.112","TLSv1.2","93","Application Data"
"208","7.059050","104.24.102.113","192.168.0.112","TLSv1.2","78","Application Data"
"209","7.059170","192.168.0.112","104.24.102.113","TCP","54","56683  >  443 [ACK] Seq=1 Ack=64 Win=511 Len=0"
"210","7.059222","104.24.102.113","192.168.0.112","TCP","60","443  >  56683 [FIN, ACK] Seq=64 Ack=1 Win=68 Len=0"
"211","7.059465","192.168.0.112","104.24.102.113","TCP","54","56683  >  443 [RST, ACK] Seq=1 Ack=64 Win=0 Len=0"
"212","7.198449","192.168.0.112","27.114.135.171","UDP","1037","58798  >  60849 Len=995"
"213","7.500369","192.168.0.112","91.129.104.135","TCP","66","57920  >  3941 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"214","7.503264","ec:2c:a9:71:1f:21","Broadcast","ARP","60","Who has 192.168.0.193? Tell 192.168.0.105"
"215","7.509480","192.168.0.112","125.168.10.246","TCP","66","57919  >  61131 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"216","7.510025","192.168.0.112","60.102.117.165","TCP","66","[TCP Retransmission] 57949  >  23702 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"217","7.528643","96:93:06:16:27:a7","Broadcast","ARP","60","Who has 192.168.0.1? Tell 192.168.0.104"
"218","7.727421","27.114.135.171","192.168.0.112","UDP","68","60849  >  58798 Len=26"
"219","7.727555","192.168.0.112","27.114.135.171","UDP","1037","58798  >  60849 Len=995"
"220","7.727581","192.168.0.112","27.114.135.171","UDP","1037","58798  >  60849 Len=995"
"221","7.727596","192.168.0.112","27.114.135.171","UDP","1037","58798  >  60849 Len=995"
"222","7.749220","27.114.135.171","192.168.0.112","UDP","68","60849  >  58798 Len=26"
"223","7.764765","192.168.0.104","224.0.0.7","UDP","242","8001  >  8001 Len=200"
"224","7.896712","192.168.0.112","172.217.29.118","TCP","55","56616  >  443 [ACK] Seq=1 Ack=1 Win=16500 Len=1 [TCP segment of a reassembled PDU]"
"225","7.948119","110.92.86.159","192.168.0.112","UDP","145","16701  >  58798 Len=103"
"226","7.948413","192.168.0.112","110.92.86.159","UDP","331","58798  >  16701 Len=289"
"227","7.949045","Tp-LinkT_be:25:33","Broadcast","ARP","60","Who has 192.168.0.106? Tell 192.168.0.1"
"228","7.950050","172.217.29.118","192.168.0.112","TCP","66","443  >  56616 [ACK] Seq=1 Ack=2 Win=487 Len=0 SLE=1 SRE=2"
"229","8.009600","192.168.0.112","172.217.29.78","TLSv1.2","1110","Application Data"
"230","8.016617","192.168.0.112","8.8.4.4","TLSv1.2","242","Application Data"
"231","8.019279","192.168.0.112","172.217.29.78","TLSv1.2","93","Application Data"
"232","8.019757","192.168.0.112","172.217.29.78","TLSv1.2","610","Application Data"
"233","8.021396","192.168.0.112","38.113.165.153","SSL","1120","Continuation Data"
"234","8.021987","192.168.0.112","8.8.4.4","TLSv1.2","93","Application Data"
"235","8.022160","192.168.0.112","8.8.4.4","TLSv1.2","243","Application Data"
"236","8.028303","192.168.0.112","172.217.29.78","TLSv1.2","1527","Application Data"
"237","8.028354","192.168.0.112","172.217.29.78","TLSv1.2","1353","Application Data"
"238","8.028650","192.168.0.112","172.217.29.78","TLSv1.2","331","Application Data"
"239","8.031934","192.168.0.112","38.113.165.153","TCP","66","57958  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"240","8.036729","192.168.0.112","38.113.165.153","SSL","960","Continuation Data"
"241","8.065658","172.217.29.78","192.168.0.112","TCP","60","443  >  55753 [ACK] Seq=1 Ack=1057 Win=2894 Len=0"
"242","8.070957","8.8.4.4","192.168.0.112","TCP","60","443  >  55697 [ACK] Seq=1 Ack=189 Win=596 Len=0"
"243","8.072619","172.217.29.78","192.168.0.112","TCP","60","443  >  55753 [ACK] Seq=1 Ack=1096 Win=2894 Len=0"
"244","8.072651","8.8.4.4","192.168.0.112","TLSv1.2","168","Application Data"
"245","8.072651","8.8.4.4","192.168.0.112","TLSv1.2","553","Application Data"
"246","8.072728","192.168.0.112","8.8.4.4","TCP","54","55697  >  443 [ACK] Seq=417 Ack=614 Win=511 Len=0"
"247","8.073667","8.8.4.4","192.168.0.112","TLSv1.2","85","Application Data"
"248","8.073667","8.8.4.4","192.168.0.112","TLSv1.2","93","Application Data"
"249","8.073753","192.168.0.112","8.8.4.4","TCP","54","55697  >  443 [ACK] Seq=417 Ack=684 Win=511 Len=0"
"250","8.074901","172.217.29.78","192.168.0.112","TLSv1.2","93","Application Data"
